_id,X,Y,ObjectID,Loc_name,Status,Score,Match_type,Match_addr,User_fld,Addr_type,Side,ARC_Street,ARC_City,ARC_State,ARC_ZIP,AffidavitID,County,CDSCode,School,Street,City,State,Zip,MailingStreet,MailingCity,MailingState,MailingZip,Telephone,Email,Email2,PublicDistrict,SiteAdministratorSalutation,SiteAdministratorFirstName,SiteAdministratorLastName,SiteAdministratorTitle,SiteAdministratorEmail,SchoolType,SchoolAccommodations,LowGrade,HighGrade,KindergartenEnrollment,Grade1Enrollment,Grade2Enrollment,Grade3Enrollment,Grade4Enrollment,Grade5Enrollment,Grade6Enrollment,Grade7Enrollment,Grade8Enrollment,Grade9Enrollment,Grade10Enrollment,Grade11Enrollment,Grade12Enrollment,UngradedElementaryEnrollmnet,UngradedSecondaryEnrollment,TotalEnrollment,DiplomaOffered,Graduates2015_16,FullTimeTeachers,PartTimeTeachers,AdministrativeStaff,OtherStaff,OffersSpecialEducationServices,TaxExempt501,TaxExempt23701,TaxExempt214,TaxExempt,ReligiousClassification,ReligiousDenomination,Director_PrincipalOfficerSaluta,Director_PrincipalOfficerFirstN,Director_PrincipalOfficerLastNa,Director_PrincipalOfficerTitle,Director_PrincipalOfficerEmail,CustodianofRecordsSalutation,CustodianofRecordsFirstName,CustodianofRecordsLastName,CustodianofRecordsEmail
1134,-13198601.4290307,4055937.73023623,1134,streets,M,100,A,"19812 CANTLAY ST, Winnetka, CA, 91306",,Address,L,19812 Cantlay Street,Winnetka,CA,91306,201015,Los Angeles,19647336964126,St. Joseph the Worker Elementary,19812 Cantlay Street,Winnetka,CA,91306,,,,,818-341-6616,cjkruska@la-archdiocese.org,lcandelaria@la-archdiocese.org,Los Angeles Unified,Mr.,CJ,Kruska,Administrator,cjkruska@la-archdiocese.org,Coeducational,Day Only,K,8,21,22,18,19,29,31,35,33,39,0,0,0,0,0,0,247,No,0,11,3,1,11,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,CJ,Kruska,Principal,cjkruska@la-archdiocese.org,Mrs.,Deborah,Borjas,sjwschool.dborjas@la-archdiocese.org
1135,-13188257.3271721,4054074.14748493,1135,parcels,M,100,A,"6443 FIRMAMENT AVE, VAN NUYS, CA 91406",0,Address,,6443 Firmament Avenue,Van Nuys,CA,91406,200030,Los Angeles,19647336147169,St. Joseph's Academy,6443 Firmament Avenue,Van Nuys,CA,91406,,,,,818-994-2110,stjacademypsp@gmail.com,,Los Angeles Unified,Mr.,Pablo,Gaeta,Administrator,stjacademypsp@gmail.com,Coeducational,Day Only,1,12,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,6,No,0,4,0,0,0,No,No,No,No,No,Religious,Not affiliate with any denomination,Mr.,Pablo,Gaeta,Administrator,stjacademypsp@gmail.com,Mr.,Pablo,Gaeta,stjacademypsp@gmail.com
1136,,,1136,,U,0,A,,,,,1950 South Prospect Avenue,Redondo Beach,CA,90277,194815,Los Angeles,19753416964142,St. Lawrence Martyr Elementary,1950 South Prospect Avenue,Redondo Beach,CA,90277,,,,,310-316-3049,catherine.richardson@stlmschool.org,Icandelaia@la-archdiocese.org,Redondo Beach Unified,Fr.,Paul,Dotson,Other,pauldotson@m3.com,Coeducational,Day Only,K,8,45,29,28,28,30,28,33,31,31,0,0,0,0,0,0,283,No,0,14,4,2,9,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Diane,Kaiser,Principal,diane.kaiser@stlmschool.org,Mrs.,Diane,Kaiser,diane.kaiser@stlmschool.org
1137,-13163072.5005306,4021438.90775724,1137,streets,M,100,A,"10044 COMPTON AVE, Los Angeles, CA, 90002",,Address,R,10044 Compton Avenue,Los Angeles,CA,90002,203598,Los Angeles,19647336964134,St. Lawrence of Brindisi Elementary,10044 Compton Avenue,Los Angeles,CA,90002,,,,,323-564-3051,paula.anderson@la-archdiocese.org,pandersonslb@gmail.com,Los Angeles Unified,Ms.,Paula,Anderson,Principal,paula.anderson@la-archdiocese.org,Coeducational,Day Only,K,8,22,28,31,32,36,36,34,35,35,0,0,0,0,0,0,289,No,0,11,0,1,3,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Paula,Anderson,Principal,paula.anderson@la-archdiocese.org,Ms.,Paula,Anderson,paula.anderson@la-archdiocese.org
1138,-13142008.36388,4016009.52335724,1138,parcels,T,100,A,"13913 SHOEMAKER AVE, NORWALK, CA 90650",0,Address,,13913 Shoemaker Avenue,Norwalk,CA,90650,200821,Los Angeles,19648406964167,St. Linus School,13913 Shoemaker Avenue,Norwalk,CA,90650,,,,,562-921-0336,school-9020@la-archdiocese.org,schooloffice@stlinuslions.com,Norwalk-La Mirada Unified,Rev.,Anthony,Gomez,Other,fr.tony@stlinus.org,Coeducational,Day Only,K,8,48,27,25,26,35,25,26,19,22,0,0,0,0,0,0,253,No,0,13,1,1,11,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Greg,Climaco,Principal,school-9020@la-archdiocese.org,Mrs.,Elizabeth,Sinni,schooloffice@stlinuslions.com
1139,-13133222.3959247,4035323.06737444,1139,parcels,T,92.87,A,"13901 TEMPLE AVE, LA PUENTE, CA 91746",0,Address,,13901 East Temple Avenue,La Puente,CA,91746,198319,Los Angeles,19642956964175,St. Louis of France,13901 East Temple Avenue,La Puente,CA,91746,,,,,626-918-6210,v.bernardez@saintlouisoffrance.org,,Bassett Unified,Fr.,John,Woolway,Administrator,jcmission91541@yahoo.com,Coeducational,Day Only,K,8,37,10,9,12,15,15,12,10,23,0,0,0,0,0,0,143,No,0,12,0,4,4,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Vaughn,Bernardez,Principal,v.bernardez@saintlouisoffrance.org,Mr.,Vaughn,Bernardez,v.bernardez@saintlouisoffrance.org
1140,-13119441.4684276,4042021.26794901,1140,parcels,T,100,A,"1728 E COVINA BLVD, COVINA, CA 91724",0,Address,,1728 East Covina Boulevard,Covina,CA,91724,193495,Los Angeles,19643786964183,St. Louise De Marillac Elementary,1728 East Covina Boulevard,Covina,CA,91724,,,,,626-966-2317,principal@stlouisedm.org,icandelaria@la-archdiocese.org,Charter Oak Unified,Dr.,Denise,Valadez,Principal,principal@stlouisedm.org,Coeducational,Day Only,K,8,23,22,29,32,27,31,30,33,34,0,0,0,0,0,0,261,No,0,14,2,1,7,No,Yes,No,No,Yes,Religious,Roman Catholic,Dr.,Denise,Valadez,Principal,principal@stlouisedm.org,Dr.,Denise,Valadez,principal@stlouisedm.org
1141,-13159764.6379655,4001902.71924401,1141,parcels,M,100,A,"2320 COTA AVE, LONG BEACH, CA 90810",0,Address,,2320 Cota Avenue,Long Beach,CA,90810,192288,Los Angeles,19647256964191,St. Lucy School,2320 Cota Avenue,Long Beach,CA,90810,,,,90810,562-424-9062,principal@stlucyschoollb.org,MVizcaino@la-archdiocese.org,Long Beach Unified,Mrs.,Jeanine,Marsilia,Principal,principal@stlucyschoollb.org,Coeducational,Day Only,K,8,20,21,15,21,16,19,19,20,24,0,0,0,0,0,0,175,No,0,10,1,2,4,No,Yes,No,No,Yes,Religious,Roman Catholic,Rev.,Jose,Gomez,Other,,Mrs.,Jeanine,Marsilia,principal@stlucyschoollb.org
1142,-13121947.6998586,4048586.00591384,1142,streets,M,100,A,"655 W SIERRA MADRE AVE, Glendora, CA, 91741",,Address,L,655 West Sierra Madre Avenue,Glendora,CA,91741,204390,Los Angeles,19645766935936,St. Lucy's Priory High,655 West Sierra Madre Avenue,Glendora,CA,91741,,,,,626-335-3322,slphs@aol.com,,Glendora Unified,Ms.,Regina,Giuliucci,Principal,msg@aol.com,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,122,146,162,164,0,0,594,Yes,150,31,5,5,19,No,Yes,No,No,Yes,Religious,Roman Catholic,Sr.,Elizabeth,Brown,Executive Director,stlucysebrown@aol.com,Mrs.,Katherine,Littleton,klittleton@stlucys.com
1143,-13142765.0592319,4042439.94945277,1143,parcels,T,92.87,A,"5521 CLOVERLY AVE, TEMPLE CITY, CA 91780",0,Address,,5521 North Cloverly Avenue,Temple City,CA,91780,195482,Los Angeles,19650526964209,St. Luke Catholic,5521 North Cloverly Avenue,Temple City,CA,91780,,,,,626-291-5959,principal@stluketemplecity.org,,Temple City Unified,Fr.,Mark,Strader,Administrator,fr.mastrader@stluketemplcity.org,Coeducational,Day Only,K,8,18,17,4,10,17,9,21,13,12,0,0,0,0,0,0,121,No,0,9,0,1,2,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Yvette,Jefferys,Principal,principal@stluketemplecity.org,Ms.,Yvette,Jefferys,principal@stluketemplecity.org
1144,-13105930.2951073,4037860.1606205,1144,parcels,M,100,A,"935 E KINGSLEY AVE, POMONA, CA 91767",0,Address,,935 East Kingsley Avenue,Pomona,CA,91767,194361,Los Angeles,19649076964217,St. Madeleine Catholic School,935 East Kingsley Avenue,Pomona,CA,91767,,,,,909-623-9602,smcs@la-archdioces.org,ICandelaria@la-archdiocese.org,Pomona Unified,Ms.,Maria,Jimenez,Principal,mariasacredheart@gmail.com,Coeducational,Day Only,K,8,10,15,8,8,9,7,9,5,2,0,0,0,0,0,0,73,No,0,5,0,1,4,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Maria,Jimenez,Principal,mariasacredheart@gmail.com,Ms.,Maria,Jimenez,mariasacredheart@gmail.com
1145,-13168655.378267,4024180.618315,1145,parcels,M,85.37,A,"1200 W 81ST ST, LOS ANGELES, CA 90044",0,Address,,1200 East 81st Street,Los Angeles,CA,90001,196721,Los Angeles,19647336964225,St. Malachy Catholic Elementary,1200 East 81st Street,Los Angeles,CA,90001,,,,,323-582-3112,rorozco@la-archdiocese.org,ICandelaria@la-archdiocese.org,Los Angeles Unified,Miss,Rosio,Orozco,Principal,rorozco@la-archdiocese.org,Coeducational,Day Only,K,8,20,16,19,17,19,15,18,20,20,0,0,0,0,0,0,164,No,0,9,1,1,2,No,Yes,No,No,Yes,Religious,Roman Catholic,Miss,Rosio,Orozco,Principal,rorozco@la-archdiocese.org,Miss,Rosio,Orozco,stmalachyschl@sbcglobal.net
1146,-13170755.5299992,4000936.56984002,1146,streets,M,100,A,"25515 ESHELMAN AVE, Lomita, CA, 90717",,Address,L,25515 Eshelman Avenue,Lomita,CA,90717,197286,Los Angeles,19647336964233,St. Margaret Mary Alacoque,25515 Eshelman Avenue,Lomita,CA,90717,,,,,310-326-9494,elisafzimm1@cox.net,ezimmerman@la-archdiocese.org,Los Angeles Unified,Mrs.,Elisa,Zimmerman,Principal,elisafzimm1@cox.net,Coeducational,Day Only,K,8,25,26,29,36,35,30,30,42,34,0,0,0,0,0,0,287,No,0,10,5,1,14,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Elisa,Zimmerman,Principal,ezimmerman@la-archdiocese.org,Mrs.,Elisa,Zimmerman,elisafzimm1@cox.net
1147,-13147550.0571897,4005875.55624672,1147,parcels,M,100,A,"3950 PALO VERDE AVE, LONG BEACH, CA 90808",0,Address,,3950 Palo Verde Avenue,Long Beach,CA,90808,193038,Los Angeles,19647256964241,St. Maria Goretti,3950 Palo Verde Avenue,Long Beach,CA,90808,,,,,562-425-5112,principal@smgschool.com,,Long Beach Unified,Mrs.,Kathleen,Hernandez,Principal,principal@smgschool.com,Coeducational,Day Only,K,8,25,17,16,18,18,11,15,15,16,0,0,0,0,0,0,151,No,0,10,0,1,8,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Kathleen,Hernandez,Principal,principal@smgschool.com,Mrs.,Kathleen,Hernandez,principal@smgschool.com
1148,-13146509.1563874,4024348.64811653,1148,parcels,M,100,A,"7911 BUHMAN AVE, PICO RIVERA, CA 90660",0,Address,,7911 Buhman Avenue,Pico Rivera,CA,90660,195267,Los Angeles,19645276964258,St. Marianne De Paredes Elementary,7911 Buhman Avenue,Pico Rivera,CA,90660,,,,,562-949-1234,llukens@la-archdiocese.org,ICandelaria@la-archdioecese.org,El Rancho Unified,Ms.,Laura,Lukens,Principal,sms.lukens@gmail.com,Coeducational,Day Only,K,8,22,22,18,25,22,25,23,18,23,0,0,0,0,25,0,223,No,0,12,0,1,1,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Laura,Lukens,Principal,sms.lukens@gmail.com,Ms.,Laura,Lukens,sms.lukens@gmail.com
1149,-13186015.0598573,4027675.53928646,1149,parcels,M,98.57,A,"912 COEUR D ALENE AVE, VENICE, CA 90291",0,Address,,912 Coeur d'Alene Avenue,Venice,CA,90291,199651,Los Angeles,19647336964266,St. Mark School,912 Coeur d'Alene Avenue,Venice,CA,90291,,,,,310-821-6612,principal@stmarkschool.com,,Los Angeles Unified,Fr.,Paul,Spellman,Other,,Coeducational,Day Only,K,8,30,31,23,26,22,27,18,20,20,0,0,0,0,0,0,217,No,0,17,4,2,5,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Mary Ann,McQueen,Principal,principal@stmarkschool.com,Mrs.,Mary Ann,Welchhance,mawelchhance@stmarkschool.com
1150,-13149768.910676,4021941.8823274,1150,parcels,M,100,A,"10354 DOWNEY AVE, DOWNEY, CA 90241",0,Address,,10354 Downey Avenue,Downey,CA,90241,194683,Los Angeles,19644516982763,St. Mark's Elementary,10354 Downey Avenue,Downey,CA,90241,,,,,562-869-7213,Cpuppe@stmarksdowney.org,,Downey Unified,Mrs.,Glenda,Roberts,Head of School,Groberts@stmarksdowney.org,Coeducational,Day Only,K,8,8,7,10,4,12,10,6,8,10,0,0,0,0,0,0,75,No,0,10,2,1,4,No,Yes,No,No,Yes,Religious,Episcopal,Mrs.,Glenda,Roberts,Head of School,,Mrs.,Vivian,Louthan,
1151,-13133673.5979773,4028372.48305561,1151,parcels,M,100,A,"2323 LAS LOMITAS DR, HACIENDA HEIGHTS, CA 91745",0,Address,,2323 Las Lomitas Drive,Hacienda Heights,CA,91745,196047,Los Angeles,19734456982771,St. Mark's Lutheran Elementary,2323 Las Lomitas Drive,Hacienda Heights,CA,91745,,,,,626-968-0428,jevangelista@stmarks.ws,,Hacienda la Puente Unified,Ms.,Barbara,Clark,Principal,bclark@stmarks.ws,Coeducational,Day Only,K,8,36,31,43,50,61,55,96,85,96,0,0,0,0,0,0,553,No,0,29,4,2,21,No,Yes,No,No,Yes,Religious,Lutheran,Mr.,Glenn,Ault,President,,Ms.,Joyce,Evangelista,jevangelista@stmarks.ws
1152,-13126456.507258,4032184.08322861,1152,streets,M,97.43,A,"440 N AZUSA AVE, La Puente, CA, 91744",,Address,R,440 North Azusa Avenue,Valinda,CA,91744,196412,Los Angeles,19734526964274,St. Martha Elementary School,440 North Azusa Avenue,Valinda,CA,91744,,,,,626-964-1093,carmen@stmarthaschoolval.org,,Rowland Unified,Sr.,Carmen,Fernandez,Principal,carmen@stmarthaschoolval.org,Coeducational,Day Only,K,8,21,29,34,23,32,23,23,12,32,0,0,0,0,0,0,229,No,0,10,9,1,4,No,Yes,No,No,Yes,Religious,Roman Catholic,Sr.,Carmen,Fernandez,Principal,carmen@stmarthaschoolval.org,Mrs.,Deborah,Vasquez,dvasquez@stmarthaschoolval.org
1153,-13188503.2364914,4037233.35293011,1153,parcels,M,92.87,A,"11955 W SUNSET BLVD, LOS ANGELES, CA 90049",0,Address,,11955 Sunset Boulevard,Los Angeles,CA,90049,198176,Los Angeles,19647336964282,St. Martin of Tours,11955 Sunset Boulevard,Los Angeles,CA,90049,,,,,310-472-7419,gcolvert@smtschool.net,,Los Angeles Unified,Dr.,Gavin,Colvert,Principal,gcolvert@smtschool.net,Coeducational,Day Only,K,8,26,16,27,21,22,21,33,27,24,0,0,0,0,0,0,217,No,0,17,1,2,11,No,Yes,No,No,Yes,Religious,Roman Catholic,Dr.,Gavin,Colvert,Principal,gcolvert@smtschool.net,Dr.,Gavin,Colvert,gcolvert@smtschool.net
1154,-13199225.3385977,4055699.95488202,1154,streets,M,100,A,"7136 WINNETKA AVE, Winnetka, CA, 91306",,Address,R,7136 Winnetka Avenue,Winnetka,CA,91306,204347,Los Angeles,19647336982813,St. Martin-in-the-Fields Parish School,7136 Winnetka Avenue,Winnetka,CA,91306,,,,,818-340-5144,stmartinsschool@aol.com,,Los Angeles Unified,Mrs.,Pat,Jackson,Head of School,pjackson@stmartinsschool.org,Coeducational,Day Only,K,8,5,11,5,8,11,15,3,5,5,0,0,0,0,0,0,68,No,0,7,6,3,3,No,Yes,No,No,Yes,Religious,Episcopal,Mrs.,Wendy,Byrnes,Head of School,wdbyrnes@aol.com,Mrs.,Catherine,Wright,cwright@stmartinsschool.org
1155,,,1155,,U,0,A,,,,,17431 Rosco Blvd,Northridge,CA,91325,195023,Los Angeles,19647336144679,St. Mary Coptic Orthodox school,17431 Rosco Blvd,Northridge,CA,91325,,,,,818-345-3500,office@thestmaryschool.com,,Los Angeles County Office of Education,Fr.,David,Elias,Administrator,frdavidelias@gmail.com,Coeducational,Day Only,1,6,0,4,6,4,6,3,0,0,0,0,0,0,0,0,0,23,No,0,5,0,2,0,No,Yes,No,No,Yes,Religious,Other,Mrs.,Sanaa,Iskander,Principal,principal@thestmaryschool.com,Mrs.,Sanaa,Iskander,principal@thestmaryschool.com
1156,-13146974.8638148,4105428.79130584,1156,streets,M,96.84,A,"1600 E AVENUE R4, Palmdale, CA, 93550",,Address,R,1600 East Avenue R-4,Palmdale,CA,93550,191640,Los Angeles,19648576964308,St. Mary Elementary Catholic,1600 East Avenue R-4,Palmdale,CA,93550,,,,,661-273-5555,school-7230@la-archdiocese.org,arios@la-archdiocese.org,Palmdale Elementary,Ms.,Anna-Maria,Rios,Principal,arios@la-archdiocese.org,Coeducational,Day Only,K,8,25,26,26,30,32,30,40,24,31,0,0,0,0,27,0,291,No,0,11,3,1,12,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Anna-Maria,Rios,Principal,arios@la-archdiocese.org,Ms.,Anna-Maria,Rios,arios@la-archdiocese.org
1157,-13159689.6854391,4034374.92856139,1157,parcels,M,100,A,"416 S ST LOUIS ST, LOS ANGELES, CA 90033",0,Address,,416 South St. Louis Street,Los Angeles,CA,90033,204506,Los Angeles,19647336964290,St. Mary Elementary School,416 South St. Louis Street,Los Angeles,CA,90033,,,,,323-262-3395,stmarycatholicschool24@yahoo.com,,Los Angeles Unified,Mr.,Jonathan,Medina,Principal,jmprincipal@stmaryla.org,Coeducational,Day Only,K,8,14,20,18,21,14,23,16,26,17,0,0,0,0,7,0,176,No,0,8,2,2,1,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Jonathan,Medina,Principal,jmprincipal@stmaryla.org,Mr.,Jonathan,Medina,jmprincipal@stmaryla.org
1158,-13177746.1726066,4036180.36431672,1158,parcels,M,100,A,"1223 S CORNING ST, LOS ANGELES, CA 90035",0,Address,,1223 South Corning Street,Los Angeles,CA,90035,202758,Los Angeles,19647336964324,St. Mary Magdalen Elementary,1223 South Corning Street,Los Angeles,CA,90035,,,,,310-652-4723,stmarymagdalenschool@yahoo.com,ICandelaria@la-archdiocese.org,Los Angeles Unified,Ms.,Nuria,Gordilo,Principal,n_gordillo@hotmail.com,Coeducational,Day Only,5,8,0,0,0,0,0,14,12,18,12,0,0,0,0,0,0,56,No,0,4,3,1,4,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Nuria,Gordillo,Principal,n_gordillo@hotmail.com,Ms.,Nuria,Gordillo,n_gordillo@hotmail.com
1159,-13140346.7376933,4025695.28865192,1159,streets,M,90.97,A,"7218 PICKERING AVE, Whittier, CA, 90602",,Address,R,7218 South Pickering Avenue,Whittier,CA,90602,196502,Los Angeles,19651106964316,St. Mary of the Assumption Elementary,7218 South Pickering Avenue,Whittier,CA,90602,,,,,562-698-0253,marisabel@post.harvard.edu,lcandelaria@la-archdiocese.org,Whittier City Elementary,Mrs.,Maria,Ortiz-Lopez,Principal,,Coeducational,Day Only,K,8,30,25,28,21,26,22,23,21,28,0,0,0,0,0,0,224,No,0,11,0,1,9,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Maria,Ortiz-Lopez,Principal,marisabel@post.harvard.edu,Mrs.,Patricia,Lepire,
1160,-13196059.5327272,4036048.00134426,1160,parcels,M,100,A,"1031 BIENVENEDA AVE, PACIFIC PALISADES, CA 90272",0,Address,,1031 Bienveneda Avenue,Pacific Palisades,CA,90272,193125,Los Angeles,19647336982821,St. Matthew's Parish School,1031 Bienveneda Avenue,Pacific Palisades,CA,90272,,,,,310-454-1350,swork@smps.net,,Los Angeles Unified,Mr.,Stuart,Work,Head of School,swork@smps.net,Coeducational,Day Only,K,8,28,28,28,28,28,31,40,41,40,0,0,0,0,0,0,292,No,0,32,2,13,10,No,Yes,No,Yes,Yes,Religious,Episcopal,Mr.,Stuart,Work,Head of School,swork@smps.net,Mrs.,Ruth,Cruz,rcruz@smps.net
1161,-13159422.3074882,4025230.73998341,1161,parcels,M,100,A,"7130 CEDAR ST, HUNTINGTON PARK, CA 90255",0,Address,,7130 Cedar Street,Huntington Park,CA,90255,194384,Los Angeles,19647336964365,St. Matthias Elementary School,7130 Cedar Street,Huntington Park,CA,90255,,,,,323-588-7253,smes.hp@gmail.com,ICandelaria@la-archdiocese.org,Los Angeles Unified,Mr.,Joe,Gallardo,Principal,JGallardo@la-archdiocese.org,Coeducational,Day Only,K,8,19,9,10,9,9,10,7,9,7,0,0,0,0,0,0,89,No,0,7,0,1,2,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Joe,Gallardo,Principal,JGallardo@la-archdiocese.org,Ms.,Alma,Rangel,
1162,-13201143.3449263,4051125.45479927,1162,streets,M,100,A,"20874 VENTURA BLVD, Woodland Hills, CA, 91364",,Address,L,20874 Ventura Boulevard,Woodland Hills,CA,91364,193058,Los Angeles,19647336964373,St. Mel Elementary,20874 Ventura Boulevard,Woodland Hills,CA,91364,,,,,818-340-1924,mblutz@stmel.org,ICandelaria@la-archdiocese.org,Los Angeles Unified,Mrs.,Mary Beth,Lutz,Principal,mblutz@stmel.org,Coeducational,Day Only,K,8,56,69,55,59,72,70,69,56,68,0,0,0,0,0,0,574,No,0,31,2,4,25,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Mary Beth,Lutz,Principal,,Mrs.,Mary Beth,Lutz,
1163,-13168299.6664077,4023332.24771056,1163,parcels,M,100,A,"1027 W 87TH ST, LOS ANGELES, CA 90044",0,Address,,1027 West 87th Street,Los Angeles,CA,90044,196098,Los Angeles,19647336964381,St. Michael Elementary,1027 West 87th Street,Los Angeles,CA,90044,,,,,323-752-6101,principal@stmichaelguardians.org,,Los Angeles Unified,Mrs.,Anabel,Rodriguez,Principal,principal@stmichaelguardians.org,Coeducational,Day Only,K,8,58,31,31,31,23,25,37,33,34,0,0,0,0,0,0,303,No,0,10,1,1,10,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Anabel,Rodriguez,Principal,principal@stmichaelguardians.org,Mrs.,Anabel,Rodriguez,principal@stmichaelguardians.org
1164,-13161312.9621726,4057250.64954087,1164,parcels,M,100,A,"2361 DEL MAR RD, MONTROSE, CA 91020",0,Address,,2361 Del Mar Road,Montrose,CA,91020,200717,Los Angeles,19648817103914,St. Monica Academy,2361 Del Mar Road,Montrose,CA,91020,,,,,818-369-7310,headmaster@stmonicaacademy.com,,Glendale Unified,Mrs.,Marguerite,Grimm,Headmaster,headmaster@stmonicaacademy.com,Coeducational,Day Only,1,12,0,10,22,18,18,23,22,21,21,26,28,20,19,0,0,248,Yes,16,23,11,6,7,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Martin,Boles,President,martin.boles@kirkland.com,Miss,Theresa,Moore,
1165,-13191119.465049,4032001.22690167,1165,streets,M,100,A,"1039 7TH ST, Santa Monica, CA, 90403",,Address,R,1039 7th Street,Santa Monica,CA,90403,204301,Los Angeles,19649806964399,St. Monica Catholic Elementary School,1039 7th Street,Santa Monica,CA,90403,,,,,310-451-9801,icscandelaria@la-archdiocese.org,school@stmonicaelem.com,Santa Monica-Malibu Unified,Mr.,Thom,Gasper,President,thom.gasper@stmonicaelem.com,Coeducational,Day Only,K,8,47,27,30,35,30,34,44,39,33,0,0,0,0,0,0,319,No,0,14,3,2,11,No,Yes,No,No,Yes,Religious,Roman Catholic,Dr.,Neil,Quinly,Principal,neil.quinly@stmonicaelem.com,Mrs.,Lynda,Auer,lynda.auer@stmonicaelem.com
1166,-13191703.6706272,4061586.45570915,1166,parcels,M,90.02,A,"9501 BALBOA BLVD, NORTHRIDGE, CA 91325",0,Address,,9501 Balboa,Northridge,CA,91325,201904,Los Angeles,19647336901342,St. Nicholas School,9501 Balboa,Northridge,CA,91325,,,,,818-886-6751,mdamato@stnicholaseducation.com,mdamato@stnicholaseducation.com,Los Angeles Unified,Fr.,Michael,Prevas,Other,,Coeducational,Day Only,K,8,13,19,15,20,13,10,9,11,21,0,0,0,0,0,0,131,No,0,20,3,1,5,No,Yes,No,No,Yes,Religious,Orthodox,Mrs.,Melissa,Damato,Principal,mdamato@stnicholaseducation.com,Mrs.,Genevieve,Crisler,gcrisler@stnicholaseducation.com
1167,-13163731.2113535,4028098.91728539,1167,streets,M,100,A,"5300 HOOPER AVE, Los Angeles, CA, 90011",,Address,R,5300 Hooper Avenue,Los Angeles,CA,90011,193228,Los Angeles,19647336964407,St. Odilia Elementary,5300 Hooper Avenue,Los Angeles,CA,90011,,,,,323-232-5449,simasaravia@yahoo.com,,Los Angeles Unified,Mrs.,Sima,Saravia-Perez,Principal,principal@stodiliaschool-la.org,Coeducational,Day Only,K,8,44,22,25,23,23,29,37,25,29,0,0,0,0,0,0,257,No,0,10,0,2,7,No,Yes,No,No,Yes,Religious,Roman Catholic,Mr.,Richard,Monteilh,Administrator,principal@stodiliaschool-la.org,Mrs.,Yesenia,Rodriguez,Y.rodriguez@stodiliaschool-la.org
1168,-13152400.3981302,4009853.28907515,1168,streets,M,100,A,"3601 ST PANCRATIUS PL, Lakewood, CA, 90712",,Address,L,3601 St. Pancratius Place,Lakewood,CA,90712,193484,Los Angeles,19648736964415,St. Pancratius Parish School,3601 St. Pancratius Place,Lakewood,CA,90712,,,,,562-634-6310,kfrench@stpanschool.org,abutier@stpanschool.org,Paramount Unified,Fr.,Joseph,Greeley,Administrator,stpanpastor@sbcglobal.net,Coeducational,Day Only,K,8,21,19,10,7,20,16,17,14,19,0,0,0,0,0,0,143,No,0,11,0,1,3,No,Yes,No,No,Yes,Religious,Roman Catholic,Ms.,Kimberly,French,Principal,kfrench@stpanschool.org,Ms.,Kimberly,French,kfrench@stpanschool.org
1169,-13176059.087541,4053339.86638473,1169,parcels,M,100,A,"10626 ERWIN ST, NORTH HOLLYWOOD, CA 91606",0,Address,,10626 Erwin Street,North Hollywood,CA,91606,193587,Los Angeles,19647336964431,St. Patrick Elementary,10626 Erwin Street,North Hollywood,CA,91606,,,,,818-761-7363,rshin@stpatrickcatholicschool.com,,Los Angeles Unified,Fr.,Nicholas,Sanchez,Administrator,nicolassto@hotmail.com,Coeducational,Day Only,K,8,25,18,10,11,16,11,11,22,14,0,0,0,0,29,0,167,No,0,13,3,1,3,No,Yes,No,No,Yes,Religious,Roman Catholic,Mrs.,Raquel,Shin,Principal,rshin@stpatrickcatholicschool.com,Mrs.,Raquel,Shin,rshin@stpatrickcatholicschool.com
